"id","name","image_url","is_closed","url","review_count","categories","rating","coordinates__latitude","coordinates__longitude","transactions__001","transactions__002","transactions__003","price","location__address1","location__address2","location__address3","location__city","location__zip_code","location__country","location__state","location__display_address__001","location__display_address__002","location__display_address__003","phone","display_phone","distance"
"marys-taqueria-chicago","Mary's Taqueria","https://s3-media1.fl.yelpcdn.com/bphoto/dp3tIzPG2Xtq2rDCFNUEqw/o.jpg","False","https://www.yelp.com/biz/marys-taqueria-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","113","mexican,","4","41.8564999","-87.64197","","","","$","1901 S Canalport Ave","","","Chicago","60616","US","IL","1901 S Canalport Ave","Chicago, IL 60616","","+13124919999","(312) 491-9999","1487.668340397386"
"south-kawa-chicago","South Kawa","https://s3-media2.fl.yelpcdn.com/bphoto/9SV1Kwg0cU4ovg5l1_CfFA/o.jpg","False","https://www.yelp.com/biz/south-kawa-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","202","japanese,sushi,asianfusion,","4","41.8314360235142","-87.6460021734238","delivery","pickup","","$$","3417 S Halsted St","","","Chicago","60608","US","IL","3417 S Halsted St","Chicago, IL 60608","","+17739401238","(773) 940-1238","1980.8273094441738"
"dim-dim-chicago","Dim Dim","https://s3-media2.fl.yelpcdn.com/bphoto/IE6gSZA2WkWc2PAtsf_AFg/o.jpg","False","https://www.yelp.com/biz/dim-dim-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","82","dimsum,cafes,","3","41.8421592712402","-87.6321182250977","","","","$","2820 S Wentworth Ave","","","Chicago","60616","US","IL","2820 S Wentworth Ave","Chicago, IL 60616","","+13128422822","(312) 842-2822","391.49256018469"
"red-line-cafe-chicago","Red Line Cafe","https://s3-media2.fl.yelpcdn.com/bphoto/2iNFq645p9e-L0-Sp2VVww/o.jpg","False","https://www.yelp.com/biz/red-line-cafe-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","13","cafes,breakfast_brunch,pizza,","5","41.8347049","-87.6324562","","","","$","218 W 33rd St","","null","Chicago","60616","US","IL","218 W 33rd St","Chicago, IL 60616","","+13122650219","(312) 265-0219","1219.59237475701"
"zebraz-18-chicago","Zebraz 18","https://s3-media4.fl.yelpcdn.com/bphoto/6CvbyuWnfJGHSumk3WNYlg/o.jpg","False","https://www.yelp.com/biz/zebraz-18-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","20","lounges,latin,","4","41.8580953369498","-87.6537175815929","","","","$$","1104 W 18th St","","null","Chicago","60608","US","IL","1104 W 18th St","Chicago, IL 60608","","+13122650160","(312) 265-0160","2296.703578426052"
"nonna-soluris-italian-deli-chicago","Nonna Soluri's Italian Deli","https://s3-media3.fl.yelpcdn.com/bphoto/7gqkYByfENkZLAfsOmp-uw/o.jpg","False","https://www.yelp.com/biz/nonna-soluris-italian-deli-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","9","italian,delis,","4","41.83667","-87.65142","delivery","pickup","","$","3142 S Morgan St","","null","Chicago","60608","US","IL","3142 S Morgan St","Chicago, IL 60608","","+17732478777","(773) 247-8777","1918.0458982249918"
"ca-phe-da-chicago","Ca Phe Da","https://s3-media3.fl.yelpcdn.com/bphoto/dTjYAQfjpHAo2rtJON75UQ/o.jpg","False","https://www.yelp.com/biz/ca-phe-da-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","37","vietnamese,coffee,","4","41.85787","-87.6535","delivery","pickup","","$$","1800 S Carpenter St","","null","Chicago","60608","US","IL","1800 S Carpenter St","Chicago, IL 60608","","+13127021303","(312) 702-1303","2269.496625010058"
"la-catrina-cafe-chicago-2","La Catrina Cafe","https://s3-media1.fl.yelpcdn.com/bphoto/z2lhK8epDQiBwNpS-bU2Zg/o.jpg","False","https://www.yelp.com/biz/la-catrina-cafe-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","123","cafes,vegetarian,","4","41.8578854","-87.6520282","pickup","","","$","1011 W 18th St","null","","Chicago","60608","US","IL","1011 W 18th St","Chicago, IL 60608","","+13125326817","(312) 532-6817","2171.96462348268"
"the-polo-inn-chicago","The Polo inn","https://s3-media2.fl.yelpcdn.com/bphoto/yFcbLEX91alpeIsKpVBiwA/o.jpg","False","https://www.yelp.com/biz/the-polo-inn-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","120","venues,bedbreakfast,tradamerican,","4","41.83364","-87.65139","","","","$$","3322 S Morgan St","","","Chicago","60608","US","IL","3322 S Morgan St","Chicago, IL 60608","","+17739277656","(773) 927-7656","2119.765002567738"
"bbq-king-chicago","BBQ King","https://s3-media4.fl.yelpcdn.com/bphoto/c8nCzBkehHil9A26ap9OVw/o.jpg","False","https://www.yelp.com/biz/bbq-king-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","170","chinese,bbq,juicebars,","3.5","41.85371","-87.63405","","","","$","2148 S Archer Ave","","","Chicago","60616","US","IL","2148 S Archer Ave","Chicago, IL 60616","","+13123261219","(312) 326-1219","920.094661189184"
"phoenix-restaurant-chicago","Phoenix Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/bUx1JIELpsL4OYqE7ITQMw/o.jpg","False","https://www.yelp.com/biz/phoenix-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","665","dimsum,seafood,cantonese,","3.5","41.8534698486328","-87.6329345703125","delivery","pickup","","$$","2131 S Archer Ave","","","Chicago","60616","US","IL","2131 S Archer Ave","Chicago, IL 60616","","+13123280848","(312) 328-0848","879.66459945933"
"cai-chicago","Cai","https://s3-media2.fl.yelpcdn.com/bphoto/vJIPg1b9mTUFebkdhwuqfQ/o.jpg","False","https://www.yelp.com/biz/cai-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","496","dimsum,","3.5","41.85454","-87.63225","delivery","pickup","","$$","2100 S Archer Ave","Ste 2F","","Chicago","60616","US","IL","2100 S Archer Ave","Ste 2F","Chicago, IL 60616","+13123266888","(312) 326-6888","990.500726533914"
"joy-yees-noodle-shop-chicago-2","Joy Yee's Noodle Shop","https://s3-media4.fl.yelpcdn.com/bphoto/Mzbm87ve-4K-ERav9ibjBw/o.jpg","False","https://www.yelp.com/biz/joy-yees-noodle-shop-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","578","asianfusion,chinese,","3.5","41.8643301355842","-87.6467004576721","delivery","","","$$","1335 S Halsted St","null","","Chicago","60608","US","IL","1335 S Halsted St","Chicago, IL 60608","","+13129972128","(312) 997-2128","2425.174447345088"
"northern-taste-chicago","Northern Taste","https://s3-media2.fl.yelpcdn.com/bphoto/8RGOvHQTTc5iRJUXkPjZnw/o.jpg","False","https://www.yelp.com/biz/northern-taste-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","20","chinese,","4","41.83213","-87.64578","delivery","pickup","","$$","3409 S Halsted St","null","","Chicago","60608","US","IL","3409 S Halsted St","Chicago, IL 60608","","+17739402172","(773) 940-2172","1908.5049720621157"
"pancho-pistolas-chicago","Pancho Pistolas","https://s3-media1.fl.yelpcdn.com/bphoto/BKArplVk0arXZ6BFA3bNwA/o.jpg","False","https://www.yelp.com/biz/pancho-pistolas-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","402","mexican,","3.5","41.8382999","-87.64402","delivery","pickup","","$$","700 W 31st St","","","Chicago","60616","US","IL","700 W 31st St","Chicago, IL 60616","","+13122258808","(312) 225-8808","1316.677748546106"
"mac-kellys-chicago-5","Mac Kelly's","https://s3-media1.fl.yelpcdn.com/bphoto/-IIOzOeDXwZldb3K48aZyQ/o.jpg","False","https://www.yelp.com/biz/mac-kellys-chicago-5?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","40","juicebars,sandwiches,","4.5","41.86436","-87.62368","pickup","","","$","1347 S Michigan Ave","","","Chicago","60605","US","IL","1347 S Michigan Ave","Chicago, IL 60605","","+13122651343","(312) 265-1343","2195.515454307508"
"ken-kee-restaurant-chicago","Ken Kee Restaurant","https://s3-media1.fl.yelpcdn.com/bphoto/DUtZr6-0BVOHCMoCpucoXA/o.jpg","False","https://www.yelp.com/biz/ken-kee-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","388","chinese,","3.5","41.8543853759766","-87.6333236694336","delivery","pickup","","$","2129 S China Pl","Ste A","","Chicago","60616","US","IL","2129 S China Pl","Ste A","Chicago, IL 60616","+13123262088","(312) 326-2088","982.655676996848"
"honky-tonk-bbq-chicago","Honky Tonk BBQ","https://s3-media2.fl.yelpcdn.com/bphoto/nyz3iMCFVMCov_bos2Qykw/o.jpg","False","https://www.yelp.com/biz/honky-tonk-bbq-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","787","bbq,divebars,","3.5","41.85779","-87.65678","delivery","","","$$","1800 S Racine Ave","","","Chicago","60608","US","IL","1800 S Racine Ave","Chicago, IL 60608","","+13122267427","(312) 226-7427","2482.613348176868"
"bridgeport-yogurt-and-cafe-chicago","Bridgeport Yogurt & Cafe","https://s3-media1.fl.yelpcdn.com/bphoto/cOdvKTg0rd9c7q3WusCTpQ/o.jpg","False","https://www.yelp.com/biz/bridgeport-yogurt-and-cafe-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","15","icecream,gelato,cafes,","4.5","41.83784","-87.6415249","","","","$$","3108 S Wallace St","null","","Chicago","60616","US","IL","3108 S Wallace St","Chicago, IL 60616","","+17736102395","(773) 610-2395","1201.9505410339798"
"seven-treasures-cantonese-cuisine-chicago","Seven Treasures Cantonese Cuisine","https://s3-media1.fl.yelpcdn.com/bphoto/02zOtZ-Y8iKvr0jCdO7lLA/o.jpg","False","https://www.yelp.com/biz/seven-treasures-cantonese-cuisine-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","251","chinese,","3.5","41.850483","-87.632082","","","","$","2312 S Wentworth Ave","","","Chicago","60616","US","IL","2312 S Wentworth Ave","Chicago, IL 60616","","+13122252668","(312) 225-2668","539.04975909616"
"lawrences-fish-and-shrimp-chicago","Lawrence's Fish & Shrimp","https://s3-media3.fl.yelpcdn.com/bphoto/YW6m9abmDRFZdxxK2C5O5A/o.jpg","False","https://www.yelp.com/biz/lawrences-fish-and-shrimp-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","387","seafood,","3.5","41.8539559","-87.6388946","delivery","pickup","","$$","2120 S Canal St","","","Chicago","60616","US","IL","2120 S Canal St","Chicago, IL 60616","","+13122252113","(312) 225-2113","1104.2718554076318"
"seafood-harbor-chicago","Seafood Harbor","https://s3-media1.fl.yelpcdn.com/bphoto/5TgwJCgbuteowch2_lUmsQ/o.jpg","False","https://www.yelp.com/biz/seafood-harbor-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","55","seafood,cantonese,","3","41.8534698486328","-87.6329345703125","delivery","pickup","","$$","2131 S Archer Ave","","null","Chicago","60616","US","IL","2131 S Archer Ave","Chicago, IL 60616","","+13122251888","(312) 225-1888","881.046098275368"
"talons-chicago","Talon's","https://s3-media2.fl.yelpcdn.com/bphoto/fqS78YGuCy1WBUXWvU6LHQ/o.jpg","False","https://www.yelp.com/biz/talons-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","4","newamerican,bagels,","4.5","41.8354632","-87.6287419","","","","$","3241 S Federal St","","","Chicago","60616","US","IL","3241 S Federal St","Chicago, IL 60616","","","","1156.908469586012"
"no-1-bbq-chicago","NO 1 BBQ","https://s3-media1.fl.yelpcdn.com/bphoto/2TX4o27GXdW9TyDQpiwbEQ/o.jpg","False","https://www.yelp.com/biz/no-1-bbq-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","21","bbq,chinese,","1.5","41.8493114594906","-87.6320396172142","","","","$$","2358 S Wentworth Ave","","null","Chicago","60616","US","IL","2358 S Wentworth Ave","Chicago, IL 60616","","+13124963061","(312) 496-3061","408.93986364774804"
"fabulous-freddies-italian-eatery-chicago","Fabulous Freddies Italian Eatery","https://s3-media2.fl.yelpcdn.com/bphoto/nhy4NM5VgGC1bEumIgAHvw/o.jpg","False","https://www.yelp.com/biz/fabulous-freddies-italian-eatery-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","339","pizza,italian,","3.5","41.8377391351096","-87.6439815149679","","","","$","701 W 31st St","","","Chicago","60616","US","IL","701 W 31st St","Chicago, IL 60616","","+13128080147","(312) 808-0147","1351.91357208424"
"bbq-king-house-chicago","Bbq King House","https://s3-media1.fl.yelpcdn.com/bphoto/1Ha0Dzp8xDAz6-X4-Z6LtQ/o.jpg","False","https://www.yelp.com/biz/bbq-king-house-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","14","bbq,","4","41.85064","-87.63218","","","","$$","2306 S Wentworth Ave","","","Chicago","60616","US","IL","2306 S Wentworth Ave","Chicago, IL 60616","","+13122252652","(312) 225-2652","564.987926076092"
"macau-tasty-house-chicago","Macau Tasty House","https://s3-media1.fl.yelpcdn.com/bphoto/BcMW5FYRwONjRaACnlMnjQ/o.jpg","False","https://www.yelp.com/biz/macau-tasty-house-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","8","chinese,","3.5","41.84181","-87.63218","","","","","2826 S Wentworth Ave","","null","Chicago","60616","US","IL","2826 S Wentworth Ave","Chicago, IL 60616","","+13128775555","(312) 877-5555","425.38843999679403"
"krolls-south-loop-chicago","Krolls South Loop","https://s3-media1.fl.yelpcdn.com/bphoto/QwIlQPwCP5YQLccgpyMxwA/o.jpg","False","https://www.yelp.com/biz/krolls-south-loop-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","447","tradamerican,","3","41.858036","-87.62442","delivery","pickup","","$$","1736 S Michigan Ave","","","Chicago","60616","US","IL","1736 S Michigan Ave","Chicago, IL 60616","","+13122351400","(312) 235-1400","1500.8463715806479"
"ginos-steaks-truck-bridgeport-chicago-2","Gino's Steaks Truck Bridgeport","https://s3-media1.fl.yelpcdn.com/bphoto/Ix7DSGrQkzoiBAhrxWXyVw/o.jpg","False","https://www.yelp.com/biz/ginos-steaks-truck-bridgeport-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","16","foodtrucks,sandwiches,steak,","3.5","41.838087","-87.635491","delivery","pickup","","$$","335 W 31st St","","","Chicago","60616","US","IL","335 W 31st St","Chicago, IL 60616","","+13127636192","(312) 763-6192","900.89399805046"
"kathy-des-deli-chicago","Kathy De's Deli","https://s3-media1.fl.yelpcdn.com/bphoto/B2rAGHJgcb5YIQLS509G9Q/o.jpg","False","https://www.yelp.com/biz/kathy-des-deli-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","69","delis,sandwiches,burgers,","4.5","41.82774","-87.64026","delivery","pickup","","$","3642 S Parnell Ave","null","null","Chicago","60609","US","IL","3642 S Parnell Ave","Chicago, IL 60609","","+17733732688","(773) 373-2688","2115.7195716182678"
"taqueria-san-jose-chicago","Taqueria San Jose","https://s3-media1.fl.yelpcdn.com/bphoto/zffL8qGqXYDRNpFanqywjg/o.jpg","False","https://www.yelp.com/biz/taqueria-san-jose-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","186","mexican,","3.5","41.834907","-87.645851","delivery","pickup","restaurant_reservation","$","3253 S Halsted St","","","Chicago","60608","US","IL","3253 S Halsted St","Chicago, IL 60608","","+13122257386","(312) 225-7386","1679.446482841314"
"kaathis-chicago-2","Kaathis","https://s3-media2.fl.yelpcdn.com/bphoto/SBxYfHDv26izAISxhi_NRg/o.jpg","False","https://www.yelp.com/biz/kaathis-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","5","indpak,","5","41.86171","-87.64904","delivery","","","","1462 S Peoria St","null","","Chicago","60608","US","IL","1462 S Peoria St","Chicago, IL 60608","","+13125930266","(312) 593-0266","2298.588438721524"
"bodhi-thai-chicago-2","Bodhi Thai","https://s3-media2.fl.yelpcdn.com/bphoto/sz0CeRsNFZxKBFB-HFnhqA/o.jpg","False","https://www.yelp.com/biz/bodhi-thai-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","123","thai,foodstands,","4","41.85751","-87.64214","delivery","pickup","","$$","1800 S Jefferson","","","Chicago","60616","US","IL","1800 S Jefferson","Chicago, IL 60616","","+13124928424","(312) 492-8424","1577.3875569188199"
"chapati-indian-grill-chicago","Chapati Indian Grill","https://s3-media2.fl.yelpcdn.com/bphoto/VrPF5jv2Ur8ejTXZH1AGGw/o.jpg","False","https://www.yelp.com/biz/chapati-indian-grill-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","24","indpak,","4.5","41.86457","-87.64612","pickup","","","$","727 W Maxwell St","","","Chicago","60607","US","IL","727 W Maxwell St","Chicago, IL 60607","","","","2423.7699986969137"
"georges-restaurant-chicago-2","George's Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/a1Csk0Bc04r8oaTUMOohgw/o.jpg","False","https://www.yelp.com/biz/georges-restaurant-chicago-2?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","59","hotdog,seafood,breakfast_brunch,","4","41.83123","-87.64576","","","","$","3445 S Halsted St","","","Chicago","60608","US","IL","3445 S Halsted St","Chicago, IL 60608","","+17732474770","(773) 247-4770","1988.11609302425"
"evergreen-restaurant-chicago","Evergreen Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/s81VPqj9VkADZm564l-zNQ/o.jpg","False","https://www.yelp.com/biz/evergreen-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","138","cantonese,szechuan,","3.5","41.848699","-87.631819","delivery","pickup","","$$","2411 S Wentworth Ave","","","Chicago","60616","US","IL","2411 S Wentworth Ave","Chicago, IL 60616","","+13122258898","(312) 225-8898","339.662300502488"
"johnny-os-chicago","Johnny O's","https://s3-media3.fl.yelpcdn.com/bphoto/9iRNLyfh2NHR9coubGWULA/o.jpg","False","https://www.yelp.com/biz/johnny-os-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","69","hotdog,hotdogs,","4","41.83082","-87.65061","delivery","","","$","3465 S Morgan St","","","Chicago","60609","US","IL","3465 S Morgan St","Chicago, IL 60609","","+17739271011","(773) 927-1011","2300.633995961214"
"new-furama-restaurant-chicago","New Furama Restaurant","https://s3-media4.fl.yelpcdn.com/bphoto/hZ6Py6SwbuCSCFKlSUO21A/o.jpg","False","https://www.yelp.com/biz/new-furama-restaurant-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","120","dimsum,cantonese,seafood,","3.5","41.841576","-87.632042","delivery","pickup","","$$","2828 S Wentworth Ave","","","Chicago","60616","US","IL","2828 S Wentworth Ave","Chicago, IL 60616","","+13122256888","(312) 225-6888","454.476552869996"
"the-noodle-vietnamese-cuisine-chicago","The Noodle Vietnamese Cuisine","https://s3-media4.fl.yelpcdn.com/bphoto/wFiEu6LkfsSXoFgDXmXrhA/o.jpg","False","https://www.yelp.com/biz/the-noodle-vietnamese-cuisine-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","281","vietnamese,noodles,","3","41.8497742","-87.6321189","delivery","pickup","","$","2336 S Wentworth Ave","Unit 101","","Chicago","60616","US","IL","2336 S Wentworth Ave","Unit 101","Chicago, IL 60616","+13126741168","(312) 674-1168","466.16974613620596"
"south-coast-sushi-chicago","South Coast Sushi","https://s3-media2.fl.yelpcdn.com/bphoto/JfBflp9xBPO0QEHXMjs_lQ/o.jpg","False","https://www.yelp.com/biz/south-coast-sushi-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","480","sushi,japanese,","4","41.8589015950675","-87.6242748306885","delivery","pickup","restaurant_reservation","$$","1700 S Michigan Ave","","","Chicago","60616","US","IL","1700 S Michigan Ave","Chicago, IL 60616","","+13126621700","(312) 662-1700","1593.230222712424"
"chicago-oyster-house-chicago","Chicago Oyster House","https://s3-media4.fl.yelpcdn.com/bphoto/ILN0NTqfa90ILf5qSLmI4Q/o.jpg","False","https://www.yelp.com/biz/chicago-oyster-house-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","186","seafood,sushi,","3.5","41.8559722","-87.6221742","delivery","pickup","restaurant_reservation","$$$","1933 S Indiana Ave","","","Chicago","60616","US","IL","1933 S Indiana Ave","Chicago, IL 60616","","+13122258833","(312) 225-8833","1387.643392352348"
"reggies-music-joint-chicago","Reggies Music Joint","https://s3-media2.fl.yelpcdn.com/bphoto/cxNLWiUFuwNRWbDeOt-HEA/o.jpg","False","https://www.yelp.com/biz/reggies-music-joint-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","319","musicvideo,musicvenues,tradamerican,","3.5","41.853969","-87.626754","pickup","delivery","","$$","2105 S State St","","","Chicago","60616","US","IL","2105 S State St","Chicago, IL 60616","","+13129490120","(312) 949-0120","1009.240375561294"
"gourmet-chicken-chicago-4","Gourmet Chicken","https://s3-media2.fl.yelpcdn.com/bphoto/SwKNS32hCichogO8nwu_GQ/o.jpg","False","https://www.yelp.com/biz/gourmet-chicken-chicago-4?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","54","tradamerican,sandwiches,","3.5","41.85263","-87.62533","","","","$","43 E Cermak Rd","","","Chicago","60616","US","IL","43 E Cermak Rd","Chicago, IL 60616","","+13123263450","(312) 326-3450","932.3732245216139"
"macau-doulao-cuisine-chicago","Macau Doulao Cuisine","https://s3-media3.fl.yelpcdn.com/bphoto/Vh6vgDS2aavrMvhmNHR1ug/o.jpg","False","https://www.yelp.com/biz/macau-doulao-cuisine-chicago?adjust_creative=tfYAhmRoAxvCnHeqBmZWDQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tfYAhmRoAxvCnHeqBmZWDQ","12","chinese,","3.5","41.8418083","-87.6321793","","","","$","2826 S Wentworth Ave","","","Chicago","60616","US","IL","2826 S Wentworth Ave","Chicago, IL 60616","","+13128775555","(312) 877-5555","424.99552108419994"
